Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_blur_ig_full_test.pt
v_IceDancing_g07_c01: 0.7086681018554373
v_IceDancing_g07_c02: 0.6864266328484518
v_IceDancing_g07_c03: 0.7122897047520382
v_IceDancing_g07_c04: 0.5453666202229215
v_IceDancing_g07_c05: 0.5704335130722029
v_IceDancing_g07_c06: 0.5815323605638696
v_IceDancing_g07_c07: 0.6065585802280111
v_LongJump_g01_c01: 0.8166661681480036
v_LongJump_g01_c02: 0.8871934763028548
v_LongJump_g01_c03: 0.8740880286659376
v_LongJump_g01_c04: 0.8630594252481387
v_LongJump_g01_c05: 0.9004279752134607
v_LongJump_g01_c06: 0.8711655675306247
v_LongJump_g01_c07: 0.8745358940086589
v_LongJump_g02_c01: 0.8319477171044127
v_LongJump_g02_c02: 0.898131994284995
v_LongJump_g02_c03: 0.9050622852391825
v_LongJump_g02_c04: 0.9071999837051408
v_LongJump_g02_c05: 0.9260683855845855
v_LongJump_g03_c01: 0.5667701538059191
v_LongJump_g03_c02: 0.6927825666371064
v_LongJump_g03_c03: 0.5137542707252578
v_LongJump_g03_c04: 0.6342156263872312
v_LongJump_g03_c05: 0.6450137758965866
v_LongJump_g03_c06: 0.6973933423741983
v_LongJump_g04_c01: 0.8095229284244851
v_LongJump_g04_c02: 0.8182646524965094
v_LongJump_g04_c03: 0.841042664122142
v_LongJump_g04_c04: 0.7974630591797904
v_LongJump_g04_c05: 0.8119617246429698
v_LongJump_g04_c06: 0.8155592316634284
v_LongJump_g04_c07: 0.84686428074383
v_LongJump_g05_c01: 0.1984566153569176
v_LongJump_g05_c02: 0.5332684592449368
v_LongJump_g05_c03: 0.3883735653816984
v_LongJump_g05_c04: 0.6700590627606289
v_LongJump_g05_c05: 0.613330903915994
v_LongJump_g06_c01: 0.45086810084649187
v_LongJump_g06_c02: 0.4635799454863445
v_LongJump_g06_c03: 0.2911515030882583
v_LongJump_g06_c04: 0.3862563003658579
v_LongJump_g07_c01: 0.6280420960265474
v_LongJump_g07_c02: 0.8752507015469746
v_LongJump_g07_c03: 0.5494167723099963
v_LongJump_g07_c05: 0.7902436631138698
v_PoleVault_g01_c01: 0.6686541915041744
v_PoleVault_g01_c02: 0.6060129585312097
v_PoleVault_g01_c03: 0.6884002950610011
v_PoleVault_g01_c04: 0.7067736123790382
v_PoleVault_g01_c05: 0.6359852284294902
v_PoleVault_g02_c01: 0.6912077429806232
v_PoleVault_g02_c02: 0.6656763108549058
v_PoleVault_g02_c03: 0.6176995210917084
v_PoleVault_g02_c04: 0.6593326849033474
v_PoleVault_g02_c05: 0.5801672755842446
v_PoleVault_g02_c06: 0.6606330228605657
v_PoleVault_g02_c07: 0.6767379783195793
v_PoleVault_g03_c01: 0.6404810105086653
v_PoleVault_g03_c02: 0.6488800919250934
v_PoleVault_g03_c03: 0.7061032505807816
v_PoleVault_g03_c04: 0.5369270965093165
v_PoleVault_g03_c05: 0.6981079703764408
v_PoleVault_g03_c06: 0.7430714908623486
v_PoleVault_g03_c07: 0.7575112534323125
v_PoleVault_g04_c01: 0.6532410028958111
v_PoleVault_g04_c02: 0.6382014213231741
v_PoleVault_g04_c03: 0.7721660614115535
v_PoleVault_g04_c04: 0.7801114692920237
v_PoleVault_g04_c05: 0.6138273696051328
v_PoleVault_g04_c06: 0.7921930469674408
v_PoleVault_g04_c07: 0.6675013340645819
v_PoleVault_g05_c01: 0.8332441963357269
v_PoleVault_g05_c02: 0.8334013283820241
v_PoleVault_g05_c03: 0.8147766077527194
v_PoleVault_g05_c04: 0.7773987750624656
v_PoleVault_g05_c05: 0.859934762782359
v_PoleVault_g06_c01: 0.838718523933494
v_PoleVault_g06_c02: 0.7622978638028144
v_PoleVault_g06_c03: 0.7525188063373207
v_PoleVault_g06_c04: 0.7423600426045596
v_PoleVault_g06_c05: 0.807627196154499
v_PoleVault_g07_c01: 0.88214966092346
v_PoleVault_g07_c02: 0.64727133881388
v_PoleVault_g07_c03: 0.771174146058911
v_PoleVault_g07_c04: 0.679685458271706
v_RopeClimbing_g01_c01: 0.7773479534080252
v_RopeClimbing_g01_c02: 0.9253229709574953
v_RopeClimbing_g01_c03: 0.7836765811080113
v_RopeClimbing_g01_c04: 0.7944941151654348
v_RopeClimbing_g02_c01: 0.9558926093159243
v_RopeClimbing_g02_c02: 0.9494309375295416
v_RopeClimbing_g02_c03: 0.8444491425761953
v_RopeClimbing_g02_c04: 0.7976018473273143
v_RopeClimbing_g02_c05: 0.9257952467305586
v_RopeClimbing_g02_c06: 0.9282246284419671
v_RopeClimbing_g03_c01: 0.5037193425232545
v_RopeClimbing_g03_c02: 0.8657423526747152
v_RopeClimbing_g03_c03: 0.9101211485685781
v_RopeClimbing_g03_c04: 0.8342886577593163
v_RopeClimbing_g04_c01: 0.8270463416120037
v_RopeClimbing_g04_c02: 0.9226186244050041
v_RopeClimbing_g04_c03: 0.910130056203343
v_RopeClimbing_g04_c04: 0.9028152710525319
