Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_score_cam_full_test.pt
v_IceDancing_g02_c04: 0.6322702160541667
v_IceDancing_g02_c05: 0.4396769248851342
v_IceDancing_g02_c06: 0.68269546078227
v_IceDancing_g02_c07: 0.5317103905108524
v_IceDancing_g03_c01: 0.5286853514116956
v_IceDancing_g03_c02: 0.7063536614150507
v_IceDancing_g03_c03: 0.7162507614557398
v_IceDancing_g03_c04: 0.6323200120095862
v_IceDancing_g03_c05: 0.794990465088631
v_IceDancing_g03_c06: 0.7274990710866405
v_IceDancing_g04_c01: 0.5689026739419205
v_IceDancing_g04_c02: 0.6124285019905074
v_IceDancing_g04_c03: 0.5802304258540971
v_IceDancing_g04_c04: 0.5696598331414862
v_IceDancing_g04_c05: 0.02391864437959157
v_IceDancing_g04_c06: 0.5624877666559769
v_IceDancing_g04_c07: 0.5764187125460012
v_IceDancing_g05_c01: 0.7141963032045169
v_IceDancing_g05_c02: 0.5784280507796211
v_IceDancing_g05_c03: 0.7316579367470695
v_IceDancing_g05_c04: 0.7167028559342725
v_IceDancing_g05_c05: 0.732907991434331
v_IceDancing_g05_c06: 0.7757914974790765
v_IceDancing_g06_c01: 0.6340828664106084
v_IceDancing_g06_c02: 0.5980915548716439
v_IceDancing_g06_c03: 0.7305690411449177
v_IceDancing_g06_c04: 0.6380278841097606
v_IceDancing_g06_c05: 0.5911156079237117
v_IceDancing_g06_c06: 0.44644813383638393
v_IceDancing_g07_c01: 0.6196015368186636
v_IceDancing_g07_c02: 0.6354546479851706
v_IceDancing_g07_c03: 0.6529980439663632
v_IceDancing_g07_c04: 0.6456987015408231
v_IceDancing_g07_c05: 0.6675915874511702
v_IceDancing_g07_c06: 0.6132977023225976
v_IceDancing_g07_c07: 0.6843702982150717
v_LongJump_g01_c01: 0.7387333335227595
v_LongJump_g01_c02: 0.7541227689816878
v_LongJump_g01_c03: 0.8058112657035963
v_LongJump_g01_c04: 0.7746026157274173
v_LongJump_g01_c05: 0.7324348469137476
v_LongJump_g01_c06: 0.703898900641434
v_LongJump_g01_c07: 0.7597906943283306
v_LongJump_g02_c01: 0.8733274072747008
v_LongJump_g02_c02: 0.8556819239038305
v_LongJump_g02_c03: 0.8631614120549784
v_LongJump_g02_c04: 0.866958384622194
v_LongJump_g02_c05: 0.8423712453677581
v_LongJump_g03_c01: 0.5477383311244921
v_LongJump_g03_c02: 0.6205685587938206
v_LongJump_g03_c03: 0.24143392568112176
v_LongJump_g03_c04: 0.5723845693155454
v_LongJump_g03_c05: 0.49226581746370357
v_LongJump_g03_c06: 0.5311481207481847
v_LongJump_g04_c01: 0.7043667451816873
v_LongJump_g04_c02: 0.7402043831407354
v_LongJump_g04_c03: 0.715522553991832
v_LongJump_g04_c04: 0.6907324192452506
v_LongJump_g04_c05: 0.7254904054443614
v_LongJump_g04_c06: 0.6800961727149115
v_LongJump_g04_c07: 0.7697637653782294
v_LongJump_g05_c01: 0.15629406288098835
v_LongJump_g05_c02: 0.3915701579408051
v_LongJump_g05_c03: 0.3193481690123008
v_LongJump_g05_c04: 0.6423840301449673
v_LongJump_g05_c05: 0.5503143686673866
v_LongJump_g06_c01: 0.3566671913595201
v_LongJump_g06_c02: 0.573897175012462
v_LongJump_g06_c03: 0.3877268824599014
v_LongJump_g06_c04: 0.5228307468223647
v_LongJump_g07_c01: 0.4672567786055879
v_LongJump_g07_c02: 0.6136860891583638
v_LongJump_g07_c03: 0.3275705191645102
v_LongJump_g07_c05: 0.39893917039626103
v_PoleVault_g01_c01: 0.6201376199824153
v_PoleVault_g01_c02: 0.6251992168472498
v_PoleVault_g01_c03: 0.7609513071001857
v_PoleVault_g01_c04: 0.6629219983806252
v_PoleVault_g01_c05: 0.40915993155067554
v_PoleVault_g02_c01: 0.718591070464754
v_PoleVault_g02_c02: 0.6432475598630845
v_PoleVault_g02_c03: 0.5848652892382233
v_PoleVault_g02_c04: 0.6338078302433132
v_PoleVault_g02_c05: 0.5411181270246743
v_PoleVault_g02_c06: 0.7276006890097051
v_PoleVault_g02_c07: 0.719094588617736
v_PoleVault_g03_c01: 0.7354861055137007
v_PoleVault_g03_c02: 0.6944547569946735
v_PoleVault_g03_c03: 0.7562240215120255
v_PoleVault_g03_c04: 0.6777052804463892
v_PoleVault_g03_c05: 0.7282202369169681
v_PoleVault_g03_c06: 0.7564337793373852
v_PoleVault_g03_c07: 0.7997314883032232
v_PoleVault_g04_c01: 0.6229167822384625
v_PoleVault_g04_c02: 0.610600834908837
v_PoleVault_g04_c03: 0.7917466640574276
