Loaded /home/lzq/ExpEval/exe_res/ucf101_r2p1d_random_full.pt
v_LongJump_g02_c03: 0.5845260128052905
v_LongJump_g02_c04: 0.6055267002852633
v_LongJump_g02_c05: 0.7121383446129039
v_LongJump_g03_c01: 0.07392441597301513
v_LongJump_g03_c02: 0.15443455037195236
v_LongJump_g03_c03: 0.1427462660940364
v_LongJump_g03_c04: 0.17398585971910507
v_LongJump_g03_c05: 0.177459707823582
v_LongJump_g03_c06: 0.1320719110639766
v_LongJump_g04_c01: 0.33725189414341
v_LongJump_g04_c02: 0.38466709640342744
v_LongJump_g04_c03: 0.3797246479662135
v_LongJump_g04_c04: 0.3061246680887416
v_LongJump_g04_c05: 0.31807794478256257
v_LongJump_g04_c06: 0.38321626242715867
v_LongJump_g04_c07: 0.44478130754549056
v_LongJump_g05_c01: 0.1517217628704384
v_LongJump_g05_c02: 0.2452855458529666
v_LongJump_g05_c03: 0.19102450397331266
v_LongJump_g05_c04: 0.43437516388017683
v_LongJump_g05_c05: 0.22330182549078018
v_LongJump_g06_c01: 0.1025066500576213
v_LongJump_g06_c02: 0.19496138718444855
v_LongJump_g06_c03: 0.04781650331337005
v_LongJump_g06_c04: 0.10828289088327438
v_LongJump_g07_c01: 0.06966483142692596
v_LongJump_g07_c02: 0.26359257605392483
v_LongJump_g07_c03: 0.07630896445829422
v_LongJump_g07_c05: 0.17239369746763258
v_PoleVault_g01_c01: 0.33667547217570243
v_PoleVault_g01_c02: 0.23220198742114007
v_PoleVault_g01_c03: 0.3193692275043577
v_PoleVault_g01_c04: 0.266010775482282
v_PoleVault_g01_c05: 0.12543748817406594
v_PoleVault_g02_c01: 0.1709704478736967
v_PoleVault_g02_c02: 0.13177879354916514
v_PoleVault_g02_c03: 0.16844864181242883
v_PoleVault_g02_c04: 0.1767576881404966
v_PoleVault_g02_c05: 0.16517676911316811
v_PoleVault_g02_c06: 0.18963031164370478
v_PoleVault_g02_c07: 0.18497060677967966
v_PoleVault_g03_c01: 0.31021575978957117
v_PoleVault_g03_c02: 0.3766382949706167
v_PoleVault_g03_c03: 0.29221534154377876
v_PoleVault_g03_c04: 0.3307070275302976
v_PoleVault_g03_c05: 0.3921880080457777
v_PoleVault_g03_c06: 0.49602800033055244
v_PoleVault_g03_c07: 0.44334704748354853
v_PoleVault_g04_c01: 0.3383218254800886
v_PoleVault_g04_c02: 0.31812877289019525
v_PoleVault_g04_c03: 0.46135366818867624
v_PoleVault_g04_c04: 0.33641221991740167
v_PoleVault_g04_c05: 0.3260260423179716
v_PoleVault_g04_c06: 0.3779286005254835
v_PoleVault_g04_c07: 0.4395571004506201
v_PoleVault_g05_c01: 0.5014775361772627
v_PoleVault_g05_c02: 0.4501367928739637
v_PoleVault_g05_c03: 0.4646919321175665
v_PoleVault_g05_c04: 0.2929941191431135
v_PoleVault_g05_c05: 0.427790587162599
v_PoleVault_g06_c01: 0.48755397996865213
v_PoleVault_g06_c02: 0.3694947128649801
v_PoleVault_g06_c03: 0.3383184703346342
v_PoleVault_g06_c04: 0.4282319530006498
v_PoleVault_g06_c05: 0.27788439742289484
v_PoleVault_g07_c01: 0.5295471166726202
v_PoleVault_g07_c02: 0.2094999088998884
v_PoleVault_g07_c03: 0.26425570419989525
v_PoleVault_g07_c04: 0.1739483480807394
v_RopeClimbing_g01_c01: 0.3838264071196318
v_RopeClimbing_g01_c02: 0.347268498763442
v_RopeClimbing_g01_c03: 0.15201938860118389
v_RopeClimbing_g01_c04: 0.39637132577598094
v_RopeClimbing_g02_c01: 0.48586956433951856
v_RopeClimbing_g02_c02: 0.42998488537967205
v_RopeClimbing_g02_c03: 0.5173751836270094
v_RopeClimbing_g02_c04: 0.3868256291002035
v_RopeClimbing_g02_c05: 0.5964267825335264
v_RopeClimbing_g02_c06: 0.31703413121402263
v_RopeClimbing_g03_c01: 0.2277639941126108
v_RopeClimbing_g03_c02: 0.5239166411012411
v_RopeClimbing_g03_c03: 0.6353112440556288
v_RopeClimbing_g03_c04: 0.5390432690829039
v_RopeClimbing_g04_c01: 0.46142747573554516
v_RopeClimbing_g04_c02: 0.5873442708700896
v_RopeClimbing_g04_c03: 0.6297995644062757
v_RopeClimbing_g04_c04: 0.44830828212201596
v_RopeClimbing_g05_c01: 0.5636661463230849
v_RopeClimbing_g05_c02: 0.5613012974709273
v_RopeClimbing_g05_c03: 0.42095186524093153
v_RopeClimbing_g05_c04: 0.4918670474737883
v_RopeClimbing_g05_c05: 0.5756884240359068
v_RopeClimbing_g05_c06: 0.44265910468995573
v_RopeClimbing_g05_c07: 0.3890472885221243
v_RopeClimbing_g06_c01: 0.7066850434988737
v_RopeClimbing_g06_c02: 0.6346810876578093
v_RopeClimbing_g06_c03: 0.543079625889659
v_RopeClimbing_g06_c04: 0.5232382702082395
v_RopeClimbing_g07_c01: 0.4004950972646475
v_RopeClimbing_g07_c02: 0.3122027476876974
v_RopeClimbing_g07_c03: 0.25307697497308257
v_RopeClimbing_g07_c04: 0.2497969125956297
v_RopeClimbing_g07_c05: 0.33107069931924343
v_SalsaSpin_g01_c01: 0.44308918196707964
v_SalsaSpin_g01_c02: 0.44375219035893676
v_SalsaSpin_g01_c03: 0.39808255691081285
v_SalsaSpin_g01_c04: 0.4596024527028203
v_SalsaSpin_g01_c05: 0.498300762064755
v_SalsaSpin_g01_c06: 0.4085858567431569
v_SalsaSpin_g01_c07: 0.4729248793795705
v_SalsaSpin_g02_c01: 0.12372693974524736
v_SalsaSpin_g02_c02: 0.1309737131372094
v_SalsaSpin_g02_c03: 0.0862670426722616
v_SalsaSpin_g02_c04: 0.11743425946682691
v_SalsaSpin_g02_c05: 0.1164662966504693
v_SalsaSpin_g02_c06: 0.12398274466395379
v_SalsaSpin_g02_c07: 0.13068749250844122
v_SalsaSpin_g03_c01: 0.43096224892884494
v_SalsaSpin_g03_c02: 0.5187664394453168
v_SalsaSpin_g03_c03: 0.5594239910319447
v_SalsaSpin_g03_c04: 0.6188804681971669
v_SalsaSpin_g03_c05: 0.3711218937113881
v_SalsaSpin_g03_c06: 0.5200226669386029
v_SalsaSpin_g04_c01: 0.39762502897530794
v_SalsaSpin_g04_c02: 0.5220137097314
