Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_random_full.pt
P24_02_29739-flip-meat: 0.3498357748799026
P24_02_29747-check-meat: 0.331488442402333
P24_02_29778-turn-meat: 0.2227860605530441
P24_02_29781-put-meat: 0.002704920656979084
P24_02_29785-take-cloth: 0.003038586126640439
P24_03_29796-pick-up-plate: 0.25970313554142194
P24_03_29802-rinse-sponge: 0.03214557623490691
P24_03_29811-lather-fork: 0.06653975043445826
P24_03_29903-rinse-sponge: 0.2049496195279062
P24_03_29914-pick-up-cloth: 0.0056539465300738815
P24_04_29996-lather-knife: 0.24079132175073029
P24_05_30046-pick-up-lid: 0.08200775243341923
P24_05_30062-put-down-plate: 0.4520333100482821
P24_05_30105-move-pot: 0.010136517472565174
P24_05_30194-lift-lid: 0.020290279164910316
P24_05_30195-put-down-lid: 0.0008067443664185703
P24_05_30226-rinse-knife: 0.023638363257050515
P24_05_30256-put-glass: 0.7202947987802326
P24_06_30353-grab-spoon: 0.3123794549843296
P24_06_30384-rinse-sponge: 0.000787774648051709
P24_06_30417-rinse-fork: 0.0621812591329217
P24_06_30419-rinse-fork: 0.24206406954675913
P24_07_30534-pick-up-cloth: 0.0014863749546930195
P24_07_30551-put-down-fork: 0.02667410505541966
P24_07_30569-turn-meat: 0.07083818225190043
P24_08_30653-pick-up-pot: 0.06451242087641731
P24_08_30656-put-pot: 0.2477174173668027
P24_08_30692-cut-onion: 0.3835733875259757
P24_08_30777-pick-up-lid: 0.01463888145983219
P24_08_30836-take-bottle: 0.021230642292648552
P24_08_30897-pick-up-lid: 0.06114095017313957
P24_08_30965-open-tap: 0.0020241723856452153
P25_02_31371-pick-up-pot: 0.006818981356918812
P25_02_31387-put-down-lid: 0.00033765416639177205
P25_02_31397-turn-tap: 0.06310438066720962
P25_02_31398-turn-tap: 0.0070074725151062014
P25_05_31483-put-down-pan: 0.2952796982601285
P25_05_31499-close-tap: 0.011374584436416625
P25_05_31558-open-cupboard: 0.05704204574227333
P25_05_31564-put-down-fork: 0.08261474464088678
P25_05_31574-pick-up-spoon: 0.4106791700863687
P25_12_31949-open-drawer: 0.042811478544026615
P26_02_32021-put-down-fork: 0.11943091545253992
P26_02_32022-open-fridge: 0.10610944758169354
P26_02_32061-put-down-fork: 0.10245855156332255
P26_03_32116-lather-pan: 0.04799983609467745
P26_03_32126-rinse-glass: 0.42120098259299993
P26_03_32127-soap-glass: 0.5681531858071684
P26_04_32152-put-lid: 0.007769474163651467
P26_06_32189-close-lid: 0.008357803001999856
P26_08_32201-put-down-spoon: 0.14144459338393062
P26_09_32220-pick-up-pot: 0.025466873832046984
P26_09_32221-put-down-pot: 0.05221827734261751
P26_09_32230-pick-up-pot: 0.021205552108585834
P26_10_32236-pick-up-pot: 0.0012323882104828953
P26_10_32241-put-pot: 0.0008828049327712506
P26_10_32247-open-fridge: 0.09910267542116344
P26_12_32292-close-lid: 0.11095843352377414
P26_13_32297-open-lid: 0.1665552357584238
P26_13_32317-put-down-spoon: 0.183142735674046
P26_13_32319-put-lid: 0.02260106660425663
