Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_g_full.pt
P01_02_338-rinse-sponge: 0.004220234332680383
P01_02_387-rinse-spoon: 0.031603400827403746
P01_02_417-rinse-fork: 0.020114065682990293
P01_02_421-rinse-plate: 0.8622535023765237
P01_03_489-move-bottle: 0.0017129027942085968
P01_03_493-open-cupboard: 0.17592957114399063
P01_05_562-take-plate: 0.821818249238034
P01_05_628-peel-potato: 0.5441823868190541
P01_05_629-put-down-potato: 0.012074301413753454
P01_05_743-open-drawer: 0.3201636867268997
P01_06_830-wash-fork: 0.0344942107791533
P01_06_896-rinse-knife: 0.06763671868864228
P01_06_921-rinse-cloth: 0.06925927749743649
P01_07_955-open-cupboard: 0.1605758259803349
P01_09_1034-put-down-potato: 0.002063739552692163
P01_09_1170-wash-spatula: 0.031003061327261522
P01_09_1180-rinse-spatula: 0.1402220225089467
P01_09_1229-pour-potato: 0.035244618604580565
P01_09_1528-open-drawer: 0.25722613699880303
P01_09_1551-take-potato: 0.04842568337917328
P01_09_1678-open-fridge: 0.10354219190411124
P01_09_1743-open-fridge: 0.06635265758662831
P01_09_1859-take-plate: 0.7343331200344597
P01_16_2820-put-glass: 0.06305938371726513
P01_16_2866-close-cupboard: 0.920333529415303
P01_17_2886-open-cupboard: 0.41718655883097183
P01_17_3150-rinse-cloth: 0.05278969314314571
P01_18_3170-open-fridge: 0.14555135931016183
P01_18_3324-hang-cloth: 0.2076883505682881
P01_18_3454-take-lid: 0.5635995941090526
P01_18_3469-turn-on-tap: 0.23313668568929036
P01_18_3548-open-drawer: 0.7291190343598525
P01_18_3688-take-sponge: 0.010210331584162572
P01_19_3910-rinse-glass: 0.48248322682053435
P01_19_3913-rinse-knife: 0.013010184156397979
P01_19_3950-rinse-sponge: 0.010272739944504757
P01_19_3973-rinse-cloth: 0.3083257854733543
P01_19_3976-rinse-cloth: 0.11982808847199468
P01_19_3986-hang-cloth: 0.6276986156462454
P02_01_4005-open-cupboard: 0.0195611778281483
P02_01_4033-put-spoon: 0.04335126253392767
P02_02_4107-wash-knife: 0.831706237230523
P02_02_4111-wash-spoon: 0.24488263383471207
P02_02_4113-wash-spoon: 0.6770696727431141
P02_03_4188-put-lid: 0.019360590972663724
P02_03_4202-close-cupboard: 0.13543318579448205
P02_03_4206-open-fridge: 0.2940014754659405
P02_03_4277-put-onion: 0.8722615168904703
P02_03_4296-pick-pot: 0.004960646411410162
P02_03_4427-stir-onion: 0.8552695738535155
P02_03_4506-pick-up-pot: 0.001003924684197295
P02_04_4579-pick-up-glass: 0.8720739212690615
